id;cluster_id;title;description;brand;Part Number;Sub-Category;Category;Generation;Capacity;Spindle Speed;Manufacturer;price
14820551;282416; ST9146803SS  146-GB 6G 10K 2.5 SAS,  Price ST9146803SS-10Pack New ST9146803SS SAS 10 Pack Wholesale;Description:10 x Seagate 146GB 6G 10K 2.5-inch SFF Hot-Plug Serial Attached SCSI (SAS) 16MB Hard DrivePart Number(s) Manufacturer Part# ST9146803SS ;Seagate;ST9146803SS-10Pack;10K;Seagate HardDrive;SAS SFF;146GB;10000RPM;Seagate;
8413805;4725285; 005050707 EMC 900-GB 6GB 10K 3.5 SAS HD,  HD 10 Pack Wholesale 005050707 Price 005050707-10Pack;Description:10 x Genuine EMC 900GB 10K 3.5-inch 6GB SASHot-Plug Hard Drive in 3.5-inch EMC Hot-PlugHard Drive Tray (as pictured)Genuine EMC serial number and firmwareGenuine EMC Certified Hard DrivePart Number(s) EMC Part# 005049577 EMC Part# 005050276 EMC Part# 005049808 EMC Part# 005050348 EMC Part# 005050707 EMC Part# 005050398 EMC Part# 005051474 EMC Part# 005051473 Model# V2-PS10-900 ;EMC;005050707-10Pack;6GB;EMC HardDrive;SAS;900GB;;EMC;
9764774;10482429; 7CV6H Dell 300-GB 6G 15K 3.5 SAS w/F9541,  New 7CV6H w/F9541 5 Pack Wholesale Price 7CV6H-5Pack;Description:5 x 300GB 15K 6Gb/s SAS 3.5-inch HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 7CV6HSeagate Part# ST3300657SS ;Dell;7CV6H-5Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
15217401;973571; V2-PS07-010 EMC 1-TB 6GB 7.2K 3.5 SAS HDD ; Description:Genuine EMC 1TB 7.2K 3.5-inch 6GB SASHot-Plug Hard Drive in Hot-PlugHard Tray (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Part# 005049306 005049503 005050288 005050739 005050139 Model# V2-PS07-010;EMC;V2-PS07-010;6GB;EMC HardDrive;SAS;1TB;;EMC;CAD, $504.34 CAD
15434461;13945; EG0450FBDSQ HP 450-GB 6G 10K 2.5 DP SAS,  New EG0450FBDSQ SAS 5  Wholesale Price EG0450FBDSQ-5;Description:5 x 450GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 581284-B21 Spare Part# 581310-001 Assembly Part# 597609-002 Assembly Part# 599476-002 Assembly Part# 619286-002 Model# EG0450FBDBT Model# EG0450FBDSQ Model# EG0450FBLSF ;HP Enterprise;EG0450FBDSQ-5Pack;10K;Proliant HardDrive;SAS;450GB;10000RPM;;
3812284;405077; 512116-002 HP 300-GB 3G 10K 2.5 DP SAS ; Description:5 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port H ot-Plug 10K Hard DriveIn HPE Hot-Plug Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 492620-B21 Spare 375863-016 Assembly 512116-002 Model# DG0300BAQPQ;HP Enterprise;512116-002-5Pack;10K;Proliant HardDrive;SAS;300GB;10000RPM;;USD, $573.44
2150560;707125; ST1200MM0017 Seagate 1.2-TB 10K 2.5 DP 6G SAS ; Description:2 x Seagate 10K.7 Enterprise Performance 1.2TB 10K 6G 2.5-inch SAS Dual Port Hot-Plug 64MB Hard Drive with Secure Encryption (SED)Part Number(s) Part# ST1200MM0017;Seagate;ST1200MM0017-2Pack;10K;Seagate HardDrive;SAS SFF;1.2TB;10000RPM;Seagate;CAD, $1,431.63 CAD
13725432;421044; 512544-002 HP 146-GB 6G 15K 2.5 DP SAS ; Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 512547-B21 Spare 512744-001 Assembly 512544-002 Model# DH0146FAQRE;HP Enterprise;512544-002-5Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;;$429.95, USD
11729640;63553; DH0072BALWL HP 72-GB 3G 15K 2.5 DP SAS,  Price DH0072BALWL-5Pack New DH0072BALWL SAS 5 Pack ;Description:5 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF3G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE Serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 418371-B21 Spare Part# 418398-001 Assembly Part# 504064-002 Model# DH0072BALWL ;HP Enterprise;DH0072BALWL-5Pack;15K;Proliant HardDrive;SAS;72GB;15000RPM;;
15871455;1638655; ST10000NM0156 Seagate ENT 10-TB 7.2K 3.5  512e SATA ; Description:10 x Seagate Enterprise Capacity HeliumV.6 10TB Hot-Plug Serial ATA (SATA) 6Gb/s7200RPM 3.5-inch Self-Encrypting Drive (SED) 512e 256MB Hard DrivePart Number(s)Seagate Part# ST10000NM0156;Seagate;ST10000NM0156-10Pack;7.2K;Seagate HardDrive;SATA;10TB;7200RPM;Seagate;$9,849.50, USD
8550804;974937;  Fujitsu 73-GB 6G 15K 2.5 SAS ; Description:2 x 73GB 2.5-inch SFF Serial Attached SCSI (SAS) Hot-Plug 15K 6G Single Port Hard DrivePart Number(s)Manufacturer Part# MBE2073RC;Fujitsu;MBE2073RC-2Pack;15K;Fujitsu HardDrive;SAS;73GB;15000RPM;Fujitsu;$233.75, USD
3644989;1068258; 468547-B21 HP Opteron 2354 2.2GHz DL185 G5 ; Description:HP AMD Opteronï¿½ 2354 DL185 G5 (2.2GHz/4-core/2MB/75W ACP)Full Processor Option KitPart Number(s)Manufacturer Part# 468547-B21;HP Enterprise;468547-B21;AMD Opteron;Proliant Processor;G5;;;;CAD, $124.74 CAD
14401115;11356046; , 381476-B21 HP Opteron 2.8GHz 852 DL585 G1 3 Pack Pack Wholesale 381476-B21 Price 381476-B21-3Pack;Description:3 x AMD Opteron 852 PC2700 DL585 G1(2.6GHz/Single-core/1MB/92W)Full Processor Option Kit***Comes standard with the 011974-503 Processor/Memory Board***Part Number(s)Option Part# 381476-B21 ;HP Enterprise;381476-B21-3Pack;Opteron;Proliant Processor;G1;;;;
16074778;7120592; 500656-B21 HP 2GB (1x2GB) PC3-10600 RDIMM ; Description:Genuine HPE 2GB (1x2GB) PC3-10600 RegisteredCAS 9 Dual Rank x 8 DRAM Memory Kit Part Number(s) Option Part# 500656-B21 (1 module per Kit) Spare 501533-001 Assembly 500202-061;HP Enterprise;500656-B21;Genuine HP Memory;Proliant Memory;1333MHz;;;Hewlett-Packard;CAD, $72.74 CAD
12202703;194551; 463058-B21 HP Xeon X5450  BL480c G1 ; Description:Intel Xeon X5450 BL480c G1(3.0GHz/4-core/12MB/120W)Full Processor Option KitPart Number(s)Manufacturer Part# 463058-B21;HP Enterprise;463058-B21;Intel Xeon;Proliant Processor;G1;;;;CAD, $233.94 CAD
13980761;265452; ST1000NM0011  G8 G9 1-TB 6G 7.2K 3.5 SATA SC ; Description:2 x HPE G8 G9 (Gen8 Gen9) 1TB 3.5-inch (LFF) Serial ATA(SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G9(Gen8 SmartDrive Carrier (SC) (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 657750-B21 Spare 657739-001 Assembly 657749-001 658084-002 Model# MB1000GCEEK MB1000GCEHH ST1000NM0011 SmartBuy 657750-S21;HP Enterprise;ST1000NM0011-2Pack;7.2K;Proliant HardDrive;SATA SC;1000GB;7200RPM;;$421.82, USD
6474912;503074; 459357-B21 HP 120-GB 1.5G 5.4K 2.5 NHP SATA HDD ; Description:HP 120GB 2.5-inch 1.5G 5.4K Entry (ETY) Non-Hot-Plug (NHP) SATA DriveGenuine HPE Serial number and firmwarePart Number(s)Option Part# 459357-B21;HP Enterprise;459357-B21;5.4K;Proliant Hard Drive;SATA NHP;;5400RPM;;USD, $95.95
4321054;57926; 619286-003 HP 600-GB 6G 10K 2.5 DP SAS ; Description:5 x 600GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 581286-B21 Spare 581311-001 Assembly 597609-003 599476-003 619286-003 Model# EG0600FBDBU EG0600FBDSR EG0600FBLSH;HP Enterprise;619286-003-5Pack;10K;Proliant HardDrive;SAS;600GB;10000RPM;;CAD, $1,116.01 CAD
8960118;903377; 364621-B22 HP 146.8-GB 15K FC-AL,  New 364621-B22 FC-AL 2 Pack Wholesale Price 364621-B22-2Pack;Description:2 x StorageWorks 146.8GB 15K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 364621-B21 Option Part# 364621-B22 Option Part# 364621-B23 Spare Part# 366024-001 Spare Part# 366024-002 Assembly Part# 359709-003 Assembly Part# 359709-006 Model# BF14658244 Model# BF14658227 Model# BF1465A477 Model# BF1465A693 ;HP Enterprise;364621-B22-2Pack;15K;Storageworks HDD;Fibre Channel;146.8GB;;HP/Compaq;
14359846;149909; 507125-S21 HP 146-GB 6G 10K 2.5 DP SAS ; Description:2 x 146GB 2.5-inch Serial Attached SCSI (SAS) SFF6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507125-S21 ;HP Enterprise;507125-S21-2Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;$204.12, USD
36348;15100; BF1465A477 HP 146.8-GB  FC-AL,  Price BF1465A477-5Pack New BF1465A477 FC-AL 5 Pack Wholesale;Description:5 x StorageWorks 146.8GB 15K Fibre Channel 40 pin 2GB/s Dual Port HotSwap FCAL Hard Drive Part Number(s) Option Part# 364621-B21 Option Part# 364621-B22 Option Part# 364621-B23 Spare Part# 366024-001 Spare Part# 366024-002 Assembly Part# 359709-003 Assembly Part# 359709-006 Model# BF14658244 Model# BF14658227 Model# BF1465A477 Model# BF1465A693 ;HP Enterprise;BF1465A477-5Pack;15K;Storageworks HDD;Fibre Channel;146.8GB;;HP/Compaq;
9864340;694476;  EG0600FBLSH HP  6G 10K 2.5 DP SAS; Description:5 x 600GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 581286-B21 Spare 581311-001 Assembly 597609-003 599476-003 619286-003 Model# EG0600FBDBU EG0600FBDSR EG0600FBLSH;HP Enterprise;EG0600FBLSH-5Pack;10K;Proliant HardDrive;SAS;600GB;10000RPM;;$907.26, USD
5571683;1302493; 9TE066-150  300-GB 6G 10K 2.5 SP SAS w/G176J  ; Description:Dell 300GB 10K 6G 2.5-inch (SFF) SAS Hot-Plug Dell Hard Drive in G176J Tray (as pictured)Genuine serial number and firmwareGenuine Certified Enterprise Class DrivePart Number(s) Part# 342-2018 Manufacturer VJR75 9TE066-150;Dell;9TE066-150;10K;Dell HardDrive;SAS 2 SFF;300GB;10000RPM;Dell;$105.95, USD
4159367;1036824; 662063-B21 HP Intel Xeon E5-2680 2.7GHz BL460c G8,  Price 662063-B21 New 662063-B21 G8 Wholesale;Description:HP Intelï¿½ Xeonï¿½ E5-2680 BL460c G8(2.7GHz/8-core/20MB/130W)Full Processor Option KitPart Number(s) Manufacturer Part# 662063-B21 ;HP Enterprise;662063-B21;Intel Xeon;Proliant Processor;G8;;;;
14327944;423945; EO0400FBRWA HP G8 G9 400-GB 6G 2.5 SAS SLC SSD,  Price EO0400FBRWA-10Pack SSD 10 Pack Wholesale EO0400FBRWA;Description:10 x HP 400GB 6G SLC (Single Level Cell) Enterprise Performance (EP) 2.5-inch (SFF)  Serial Attached SCSI (SAS) Solid State DriveIn HPE SC (Smart Carrier) G8/G9 Drive tray (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State Drive Part Number(s) Option Part# 653082-B21 Spare Part# 653962-001 Assembly Part# 632429-003 Assembly Part# 632520-006 Model# EO0400FBRWA ;HP Enterprise;EO0400FBRWA-10Pack;Solid State Drive;Proliant HardDrive;SAS SSD;400GB;;;
9305482;161431; ST33000650SS HP MSA2 3-TB 6G 7.2K  DP MDL SAS ; Description:2 x HPE P2000 3TB 3.5-inch Serial Attached SCSI (SAS) LFF 6GDual Port Midline (MDL) Hot-Plug 7.2K MSA2 Hard Drive in drive tray with interposer connector (as pictured )In MSA Tray pictured)For the 1040/2040 SAN Storage ArrayGenuine serial number and firmwarePart Number(s) Option Part# QK703A Spare 656102-001 Assembly 658430-001 Model# ST33000650SSNote:For use only StorageWorks SystemsModular Smart Array 1040/2040/P2000 Systems only.;HP Enterprise;ST33000650SS-2Pack;7.2K;StorageWorks HardDrive;SAS MSA2;3TB;7200RPM;;$763.57, USD
15322689;431863; 356536-003 HP 250-GB 7.2K 3.5 NHP SATA,  New 356536-003 SATA 10 Pack Wholesale Price 356536-003-10Pack;Description:10 x HPE 250GB 3.5-inch SATA 7.2K 8MB Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 372896-B21 Spare Part# 373313-001 Alternate Spare Part# 373313-005 Assembly Part# 356536-003 Maxtor Model# 7Y250M0 ;HP Enterprise;356536-003-10Pack;7.2K;HP HardDrive;SATA NHP;250GB;7200RPM;;
2488082;29186; U8468 Dell 250-GB 7.2K 3.5 SATA HDD   Price U8468-10Pack New U8468 w/F238F 10 Pack Wholesale;Description:10 x Dell 250GB 7.2K 3.5-inch 3Gb/s Serial ATA (SATA) Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)  Dell serial number and firmwarePart Number(s) Dell Part# U8468 Seagate Part# ST3250824AS ;Dell;U8468-10Pack;7.2K;Dell HardDrive;SATA;250GB;;Dell;
7817447;437519; EG0300FBDSP-SC HP G8 G9 300-GB 6G 10K 2.5 SAS SC,  Price EG0300FBDSP-SC-5 New EG0300FBDSP-SC SC 5  Wholesale;Description:5 x HPE 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 10K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 652564-B21 Spare Part# 653955-001 Spare Part# 597609-001 Spare Part# 599476-001 Spare Part# 693569-001 Assembly Part# 619286-001 Assembly Part# 641552-001 Assembly Part# 666355-001 Model# EG0300FCHHR Model# EG0300FBDBR Model# EG0300FBDSP Model# EG0300FBLSE Model# EG0300FBVFL ;HP Enterprise;EG0300FBDSP-SC-5Pack;10K;Proliant HardDrive;SAS SC;300GB;10000RPM;;
2969018;258183; , 482483-004 HP 1-TB 3G 7.2K 3.5 SATA New 482483-004 SATA 10 Pack Wholesale Price 482483-004-10Pack;Description:10 x 1TB Hot-Plug Serial ATA (SATA) Drive 3G 7.2K 3.5-inch LFF Hard Drive In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 454146-B21 Spare Part# 454273-001 Spare Part# 583311-001 Alternate Spare Part# 536648-001 Assembly Part# 482483-004 Assembly Part# 507515-002 Assembly Part# 507631-002 Assembly Part# 649401-002 Assembly Part# 684057-001 Model# GB1000EAFJL Model# GB1000EAMYC Model# MB1000EAMZE Model# MB1000EBNCF Model# MB1000EBZQB Model# HUA722010CLA330 ;HP Enterprise;482483-004-10Pack;7.2K;Proliant HardDrive;SATA;1TB;7200RPM;;
1821052;556574; EG0300FARTT HP 300-GB 6G 10K 2.5 DP SAS,  New EG0300FARTT SAS 10 Pack  Price EG0300FARTT-10Pack;Description:10 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507127-B21 Spare Part# 507284-001 Assembly Part# 518011-002 Model# EG0300FARTT ;HP Enterprise;EG0300FARTT-10Pack;10K;Proliant HardDrive;SAS;300GB;10000RPM;;
16686962;86805; BD30058226  300-GB 10K FC-AL,  New BD30058226 FC-AL 10 Pack Wholesale Price BD30058226-10Pack;Description:10 x StorageWorks 300GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 364622-B22 Spare Part# 366023-001 Assembly Part# 359438-004 Model# BD30058226 ;HP Enterprise;BD30058226-10Pack;10K;Storageworks HDD;Fibre Channel;300GB;;HP/Compaq;
1092833;154877; ST2000NM0033 Seagate 2-TB 7.2K 3.5 6G SATA ; Description:2 x Seagate Constellation ES.3 2TB Hot-Plug Serial ATA (SATA) 6Gb/s 7200RPM 3.5-inch 128MB Cache Hard DrivePart Number(s)Seagate Part# ST2000NM0033;Seagate;ST2000NM0033-2Pack;7.2K;Seagate HardDrive;SATA;2TB;7200RPM;Seagate;CAD, $471.06 CAD
3523098;606322;  EH0146FARWD HP 146-GB 6G  2.5 DP SAS; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard Disk DriveFor G1-G7 Proliant SAS ServersGenuine HPE number and firmwareGenuine Certified DrivePart Number(s) Option Part# 512547-B21 Spare 512744-001 Assembly 518216-002 Model# EH0146FARWD;HP Enterprise;EH0146FARWD-10Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;;CAD, $1,070.88 CAD
16121844;600968;   HP 750-GB 3G 7.2K 3.5 DP SAS; Description:2 x 750GB 3G Serial Attached SCSI (SAS)7.2K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s)Option Part# 461135-B21Spare 461288-001Assembly 461134-001Model# DB0750BABFE;HP Enterprise;DB0750BABFE-2Pack;7.2K;Proliant HardDrive;SAS;750GB;7200RPM;Hewlett Packard;CAD, $1,210.63 CAD
4102774;9302819; XKGH0  1-TB 6G 7.2K 2.5 SAS w/F830C,  Price XKGH0-2Pack New XKGH0 w/F830C 2 Pack Wholesale;Description:2 x Dell 1TB 7.2K 6Gb/s 2.5-inch (SFF) SAS Hot-Plug Dell Hard Drive in Dell F830C 2.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# XKGH0Seagate Part# ST91000642SS ;Dell;XKGH0-2Pack;7.2K;Dell HardDrive;SAS 2 SFF;1TB;7200RPM;Dell;
389729;1311002; 400867-001 HP 18.2GB  SCSI-3 7.2K ; Description: 18.2GB Wide Ultra SCSI 7.2K Drive (1 inch)Wide Hot-PlugPart Number(s) Option Part# 400739-B21 Spare 104660-001 Assembly 400867-001;HP Enterprise;400867-001;7.2K;Proliant HardDrive;Ultra SCSI-3;;;;$73.35, USD
9540555;909541; 507340-B21 HP Opteron 2374HE 2.2GHz DL185 G5,  New 507340-B21 G5 Wholesale Price 507340-B21;Description:HP AMD Opteronï¿½ 2374HE DL185 G5 (2.2GHz/4-core/6MB/55W ACP)Full Processor Option KitPart Number(s)Manufacturer Part# 507340-B21 ;HP Enterprise;507340-B21;AMD Opteron;Proliant Processor;G5;;;;
4630524;1799852;  EMC 3-TB 6GB 7.2K 3.5 SAS HDD,  Price  HDD Wholesale ;Description:Genuine EMC 3TB 7.2K 3.5-inch 6GB SASHot-Plug Hard Drive in 3.5-inch EMC Hot-PlugHard Drive Tray (as pictured)Genuine EMC serial number and firmwareGenuine EMC Certified Hard DrivePart Number(s) EMC Part# 005049291 EMC Part# 005049948 EMC Part# 005050747 EMC Part# 005050147 EMC Part# 005050586 EMC Part# 005050592 Model# V2-PS07-030 ;EMC;V2-PS07-030;6GB;EMC HardDrive;SAS;3TB;;EMC;
12477092;10093166; YP778 Dell 300-GB 3G 15K 3.5 SAS w/F238F,  Price YP778-10Pack New YP778 w/F238F 10 Pack Wholesale;Description:10 x 300GB 15K 3.5-inch 3Gb/s Hot-Plug SAS Dell Hard Drive in Dell F238F 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# YP778Seagate Part# ST3300656SS ;Dell;YP778-10Pack;15K;Dell HardDrive;SAS;300GB;15000RPM;Dell;
15312018;6315203; 740YX Dell 1-TB 6G 7.2K 3.5 SAS   Price 740YX-5Pack New 740YX w/F9541 5 Pack Wholesale;Description:5 x Dell 1TB 7.2K 6Gb/s 3.5-inch (LFF) SAS Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 740YXSeagate Part# ST1000NM0001 ;Dell;740YX-5Pack;7.2K;Dell HardDrive;SAS;1TB;7200RPM;Dell;
6684370;115300; 508041-001 HP 2-TB 3G 7.2K 3.5 NHP  ; Description:2 x 2TB Non-Hot-Plug Serial ATA (SATA) Hard Drive3G 7.2K 3.5-inch form factor 1.0 inch highGenuine HPE serial number and firmwarePart Number(s) Option Part# 507774-B21 Spare 508041-001 Assembly 649401-003 Model# MB2000EBZQC;HP Enterprise;508041-001-2Pack;7.2K;Proliant Hard Drive;SATA NHP;2TB;7200RPM;;USD, $463.22
14453548;4158691; 466106-B21 HP Xeon E5440 2.83GHz DL180 G5,  Price 466106-B21 New 466106-B21 G5 Wholesale;Description:HP Intelï¿½ Xeonï¿½ E5440 DL180 G5(2.83GHz/4-core/12MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 466106-B21 ;HP Enterprise;466106-B21;Intel Xeon;Proliant Processor;G5;;;;
10598230;33748; 537819-001 HP 146-GB 6G 10K 2.5 DP NHP SAS 2 Pack  HP 537819-001  -537819-001-2Pack;Description:2 x 146GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Non-Hot-Plug 10K Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 537807-B21 Spare Part# 537819-001 Assembly Part# 507119-001 Model# DG0146FAMWL ;HP Enterprise;HP 537819-001-2Pack;10K;Hard Drive;SAS NHP;146GB;10000RPM;HP;CAD
17023185;1769940; NB1000DCLAL HP 1-TB 7.2K  FATA ; Description: HP 1-TB FC 3.5-inch M6412 Enclosure Hard Drive 40 pin 4GB/s Hot-Plug Fibre Channel ATA (FATA) Genuine HPE Serial number and firmware Part Number(s) Option Part# AG691A AG691B Spare 671148-001 454414-001 Model# NB1000DBZPL NB1000DCLAL NB1000D4450 AG691-64201 For use in Enclosures only StorageWorks EVA 4400/6400/8400 ;HP Enterprise;NB1000DCLAL-5Pack;7.2K;StorageWorks HDD;FCAL EVA;1TB;7200RPM;;$1,862.64, USD
10435590;971248; MBB2147RC Fujitsu 146-GB 3G 10K 2.5 SAS,  Price MBB2147RC-2Pack New MBB2147RC SAS 2 Pack Wholesale;Description:2 x Fujitsu 146GB Serial Attached SCSI (SAS) 2.5-inch (SFF) Single Port 3G 10K Hot-Plug Hard DrivePart Number(s) Fujitsu Part# MBB2147RC ;Fujitsu;MBB2147RC-2Pack;10K;Fujitsu HardDrive;SAS;146GB;10000RPM;Fujitsu;
7086357;3840879; J4446  73-GB U320 SCSI HP 10K w/9D988,  w/9D988 10 Pack Wholesale J4446 Price J4446-10Pack;Description:10 x 73GB Ultra320 3.5-inch SCSI Hot-Plug 10K Dell Hard Drive in Dell 9D988 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# J4446 ;Dell;J4446-10Pack;10K;Dell HardDrive;Ultra320;73GB;10000RPM;Dell;
13632650;56511; ST1000DX001 Seagate 1TB 3.5 SATA 6G  SSHD ; Description:10 x Seagate Desktop SSHD 1TB 3.5-inch 7200RPM 6G SATA NCQ 64MB MLC Hybrid Solid State Drive (SSHD)Part Number(s)Manufacturer Part# ST1000DX001;Seagate;ST1000DX001-10Pack;Solid State Hybrid;Seagate HardDrive;SATA SSHD;1TB;;Seagate;USD, $2,015.95
11172918;1494144; 305447-001 HP Proliant DL360 G3 PS,  Price 305447-001-2Pack New 305447-001 PS 2 Pack Wholesale;Description:2 x HPE Proliant DL360 G3 325W RPSPart Number(s)Spare Part# 305447-001Assembly Part# 293703-001 ;HP Enterprise;305447-001;Proliant Power Supply;Proliant;DL360 G3;;;Hewlett Packard;
10001558;254430; 507774-S21 HP 2-TB 3G  3.5 NHP SATA,  Price 507774-S21-10Pack  New 507774-S21 SATA 10 Pack Wholesale;Description:10 x 2TB Non-Hot-Plug Serial ATA (SATA) Hard Drive3G 7.2K 3.5-inch form factor 1.0 inch highGenuine HPE serial number and firmwarePart Number(s) Option Part# 507774-B21 SmartBuy Part# 507774-S21 ;HP Enterprise;507774-S21-10Pack;7.2K;Proliant Hard Drive;SATA NHP;2TB;7200RPM;;
14528116;210545; , 2076-AHF2 IBM 900GB 10K 6G 2.5 G2HS SAS New 2076-AHF2 SAS 5 Pack Wholesale Price 2076-AHF2-5Pack;Description:5 x IBM 900GB 10K 6G 2.5 G2HS SASHot-Swap Drive with Tray included Part Number(s) IBM Part# 00NC525 IBM Part# 2076-AHF2 IBM Part# 00AR326 ;IBM;2076-AHF2-5Pack;2.5 SFF;IBM HardDrive;G2HS SAS;900GB;10000RPM;;
8677093;549438; 619286-002 HP  6G 10K 2.5 DP SAS,  Price 619286-002-10Pack New 619286-002 SAS 10 Pack Wholesale;Description:10 x 450GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 581284-B21 Spare Part# 581310-001 Assembly Part# 597609-002 Assembly Part# 599476-002 Assembly Part# 619286-002 Model# EG0450FBDBT Model# EG0450FBDSQ Model# EG0450FBLSF ;HP Enterprise;619286-002-10Pack;10K;Proliant HardDrive;SAS;450GB;10000RPM;;
11315550;205780; 537805-B21 HP 72-GB  15K 2.5 DP NHP SAS ; Description:2 x 72GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Non-Hot-Plug 15K Hard DriveGenuine HPE serial number and firmwarePart Number(s)Option Part# 537805-B21;HP Enterprise;537805-B21-2Pack;10K;Proliant HardDrive;SAS NHP;72GB;15000RPM;;$168.05, USD
